Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 1,Coverage (%) Sample 2,Coverage (%) Sample 3,Coverage (%) Sample 4,Coverage (%) Sample 5,Coverage (%) Sample 6,Coverage (%) Sample 7,Coverage (%) Sample 8,Coverage (%) Sample 9,Coverage (%) Sample 10,Coverage (%) Sample 11,Coverage (%) Sample 12,Coverage (%) Sample 13,Coverage (%) Sample 14,Coverage (%) Sample 15,Coverage (%) Sample 16,Coverage (%) Sample 17,Coverage (%) Sample 18,Coverage (%) Sample 19,Coverage (%) Sample 20,Area Sample 1,Area Sample 2,Area Sample 3,Area Sample 4,Area Sample 5,Area Sample 6,Area Sample 7,Area Sample 8,Area Sample 9,Area Sample 10,Area Sample 11,Area Sample 12,Area Sample 13,Area Sample 14,Area Sample 15,Area Sample 16,Area Sample 17,Area Sample 18,Area Sample 19,Area Sample 20,#Peptides,#Unique,#Spec Sample 1,#Spec Sample 2,#Spec Sample 3,#Spec Sample 4,#Spec Sample 5,#Spec Sample 6,#Spec Sample 7,#Spec Sample 8,#Spec Sample 9,#Spec Sample 10,#Spec Sample 11,#Spec Sample 12,#Spec Sample 13,#Spec Sample 14,#Spec Sample 15,#Spec Sample 16,#Spec Sample 17,#Spec Sample 18,#Spec Sample 19,#Spec Sample 20,PTM,Avg. Mass,Description
4296,4960,KNOT_6013540,26.69,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,,,,,,,,,,,,,,,,1.93E5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Oxidation (M),21924,hypothetical protein
1198,1102,GROUPS_15163509,26.66,4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,9.59E4,,,,,,3.6E4,,,,,,,,,,,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,61344,hypothetical protein
1365,2280,GROUPS_16162799,26.66,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,,,,,,,,,,,,1.53E5,,,,,,,2.72E4,,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,42532,hypothetical protein
1038,2220,GROUPS_15687791,26.66,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,3.17E5,,,,,,,,,,,,,2.16E5,,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Oxidation (M),152777,hypothetical protein
1654,1931,KNOT_8030178,26.65,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.91E4,,,,,,,,,,,,,,,,2.15E6,,,,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,44461,hypothetical protein
610,1348,GROUPS_13192502,26.64,10,0,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,,,7.26E6,,,,,,1E5,,3.2E4,,,,,,,,,1.66E3,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,,18556,Outer membrane protein 26
1514,2619,GROUPS_8107324,26.62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,,,,,,,,,,,,,,,1.67E4,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Oxidation (M),26003,hypothetical protein
743,1090,GROUPS_15278588,26.62,5,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,0E0,,,2.46E4,,,5.64E3,,,,,,,,,,,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Oxidation (M),44754,Type I secretion system membrane fusion protein PrsE
1091,1736,KNOT_31150083,26.60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2.52E4,,,,,,,,,,,,,,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,205117,Desiccation/radiation resistance protein
1098,2342,KNOT_1905717,26.60,4,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,1.19E7,,,,3.13E5,,,,,,,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,49456,hypothetical protein
484,2054,GROUPS_15248478,26.59,5,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3,0,,,,,,4.81E3,,,,,,,4.26E4,,,,5.27E5,,0E0,,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,,37119,hypothetical protein
1904,3900,GROUPS_12767630,26.58,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,0E0,,,,,,,,,,8.13E3,,,,,,,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Carbamidomethylation,21736,hypothetical protein
910,1294,GROUPS_10551459,26.58,10,0,0,0,3,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,,,,0E0,,,,,,,0E0,,,,,,,,,,2,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,20147,hypothetical protein
4154,8963,KNOT_4184284,26.57,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,,,,,,,,,,,,,,,,,,3.04E4,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,9444,hypothetical protein
1798,1616,KNOT_6839989,26.57,5,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,3.56E4,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,29592,hypothetical protein
1249,2282,KNOT_2366773,26.56,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,2.63E3,,,,,,,,,,,,7.75E4,,,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,28483,GTPase Der
1594,1448,GROUPS_11563576,26.56,8,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42E5,,1.24E7,,,,,,,,,,,,,,,,,,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19178,hypothetical protein
506,1350,KNOT_36496307,26.56,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,,3.79E5,5.06E4,,,,,,,,,,,,,6.11E3,,6.46E4,,,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,53522,Argininosuccinate lyase
1320,1155,GROUPS_15203141,26.54,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,1.24E5,,,,,,,,,,,,,7.14E5,,,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Carbamidomethylation; Oxidation (M),47746,hypothetical protein
883,3828,GROUPS_6087171,26.50,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,3E5,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,Carbamidomethylation,36447,hypothetical protein
1814,2702,GROUPS_15349010,26.48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,,,,,,,,,,,,,,,,1.46E6,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,34830,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
1745,1672,KNOT_571443,26.40,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,,,,,,,,,,,0E0,,,,,,1.44E5,,,,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Oxidation (M),45271,hypothetical protein
730,1687,KNOT_1785206,26.37,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23E5,4.51E5,,,,,,,,,,,,,,,,,,,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53771,Citrate lyase alpha chain
1243,1970,GROUPS_11008500,26.35,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,0E0,,,,,,,,,2.7E5,,,,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,44608,hypothetical protein
4048,1008,KNOT_8319350,26.35,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,8.27E3,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,21469,hypothetical protein
940,2083,KNOT_33168409,26.35,20,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3.39E5,1.95E5,,,,,,,,,,,,,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,9132,Carnitinyl-CoA dehydratase
1059,1991,KNOT_2272451,26.35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,3.15E4,,,,,,,,,6.92E4,,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,137490,hypothetical protein
1816,2744,GROUPS_12909979,26.35,13,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71E5,,,,3.3E6,,,,,,,,,,,,,,,,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15979,hypothetical protein
1607,1983,GROUPS_15121666,26.32,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1.24E5,,,,,,,,,,,,,,,,,5.82E4,,,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,16784,hypothetical protein
4245,9284,KNOT_1925573,26.31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,4.29E5,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,14076,Chaperone protein DnaK
416,1768,KNOT_6693413,26.28,5,0,3,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,1.75E7,,,,,1.35E6,1.39E6,,,,,,,,,,,,,2,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,32209,UDP-glucose 4-epimerase
1488,326,KNOT_31518001,26.27,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7.32E4,1.47E5,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,78671,hypothetical protein
698,2954,KNOT_21960680,26.27,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,,,,,,,,,,,,1.82E4,,0E0,,,3.5E4,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Carbamidomethylation,106605,Sensor histidine kinase RcsC
1265,1527,GROUPS_15179638,26.24,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,,,,,,,,,,,3.03E4,,,,,,,1.86E6,,,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,46537,Mannosylfructose-phosphate synthase
1661,2338,KNOT_24149638,26.23,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,,,,,,,,,,,,,2.41E4,,,,,,,4.78E4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,15355,hypothetical protein
1551,1933,KNOT_330661,26.23,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,3.42E5,,,,,,,,,,9.71E4,,,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,73692,hypothetical protein
3484,496,KNOT_561019,26.17,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0E0,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8809,hypothetical protein
2853,388,KNOT_31229481,26.16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6E3,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32316,hypothetical protein
1097,1807,GROUPS_2701747,26.16,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0E0,,,,,,,,,,,,,,,5.15E5,,,,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Oxidation (M),70210,hypothetical protein
1760,2763,KNOT_1308965,26.15,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0E0,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,54814,Cysteine--tRNA ligase
3152,493,KNOT_11236089,26.14,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2.78E5,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,16009,hypothetical protein
1889,4480,KNOT_234089,26.13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,,,,,,,,,,,,,,,,,0E0,3.53E5,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,37966,Uroporphyrinogen decarboxylase
1542,1493,GROUPS_11536699,26.12,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,,,8.41E5,,,,,,,,,,,3.91E4,,,,,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Oxidation (M),29748,tRNA pseudouridine synthase A
1858,3826,KNOT_5552202,26.10,22,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,0,0,,,,,,,,0E0,,,,,,,,,,2.03E5,,,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,9819,hypothetical protein
705,1628,KNOT_22644106,26.09,7,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7.65E5,,,,,,,2.57E5,9.15E4,,,,,,,,,,,,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,38263,Isoaspartyl peptidase
3281,5157,KNOT_3143572,26.08,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,3.56E4,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,31529,hypothetical protein
1457,1935,KNOT_9937099,26.06,5,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,,,,,,,,,,,3.14E4,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,36736,hypothetical protein
3876,1941,GROUPS_9889419,26.04,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,4.12E5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,27242,hypothetical protein
1403,1951,KNOT_1961536,26.02,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,2.44E4,,,,,,,,,,,,,1.29E6,,,,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,48444,Arginine--tRNA ligase
1825,4002,KNOT_20864893,26.02,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1.2E5,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Carbamidomethylation,15554,hypothetical protein
1025,872,GROUPS_14116948,26.01,12,12,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3.81E4,,,4.52E4,,,,4.94E4,,,,,,,,,,,,,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,7515,hypothetical protein
4201,3923,GROUPS_8348840,25.99,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,,,,,,,,,,,,,,,,,8.28E5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,19687,hypothetical protein
811,1237,KNOT_7962821,25.98,12,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,,,2.89E6,,,,,,,,9.37E6,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Oxidation (M),12362,hypothetical protein
593,2136,KNOT_21443162,25.96,7,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,4,0,,,,,,,5.77E4,2.77E4,,1.72E4,,,,,,,,,0E0,,2,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,,24809,hypothetical protein
1415,2534,GROUPS_12772730,25.95,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.47E4,,,,,,,,,,,,,,,,2.68E5,,,,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Oxidation (M),32502,hypothetical protein
1800,1781,KNOT_7105763,25.93,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,,7.46E4,,,,,,,,,,,,,3.28E5,,,,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,22038,Non-motile and phage-resistance protein
4156,9054,KNOT_5614304,25.91,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,,,,,,,,,,,,,,,,,4.73E5,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,11658,hypothetical protein
1886,3905,KNOT_9261220,25.90,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,,,,,,,,,,,,,,,0E0,,1.06E7,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,42909,Multidrug resistance protein MdtA
1072,1108,KNOT_1315990,25.90,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0E0,,,,,,,,,,,,,,1.24E6,,,,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,85513,hypothetical protein
1223,2412,KNOT_37786877,25.90,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,6.48E5,,,3.43E4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Oxidation (M),69456,hypothetical protein
1184,1515,GROUPS_14214753,25.88,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1.55E4,,,,,,,,,,,,,,,,,,1.22E4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,62030,hypothetical protein
3016,1420,GROUPS_11852719,25.88,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,,,,,,,,,2.59E5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Carbamidomethylation,7053,50S ribosomal protein L14
579,2816,GROUPS_15370348,25.88,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,3,,,,,,,,,,,0E0,,,,,,6.5E3,,5.1E5,3.65E5,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,,35037,hypothetical protein
1704,2270,KNOT_27684246,25.85,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54E5,1.77E5,,,,,,,,,,,,,,,,,,,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,48253,Group II intron-encoded protein LtrA
1046,2164,KNOT_14802101,25.84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,4.08E5,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,119100,hypothetical protein
1292,1061,KNOT_15164694,25.84,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,4.08E4,,,,,,,,,,,,,,0E0,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,8003,Inner membrane protein YhhQ
215,393,GROUPS_15164871,25.83,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3.25E4,4.17E4,,8.1E4,5.63E4,,,1.21E4,4.03E4,,0E0,,,,,,,,,,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Oxidation (M),56660,Deoxyribodipyrimidine photo-lyase
1880,2191,GROUPS_10285522,25.82,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,,,,,,,,,,,,,,,,,3.26E6,5.44E6,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,21916,hypothetical protein
1219,2034,GROUPS_15234473,25.78,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7.06E3,,,,,,,,,,,,,,,,4.64E5,,,,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,74229,Polyphosphate kinase
1321,1190,KNOT_20670075,25.77,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28E3,,5.21E5,,,,,,,,,,,,,,,,,,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,54601,D-alanine--D-alanine ligase
4050,1069,KNOT_852875,25.73,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8.76E5,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,11263,hypothetical protein
1534,1158,GROUPS_9010025,25.73,6,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,9.46E4,,,,,,,,,,,,,,,,,,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Carbamidomethylation,23881,hypothetical protein
538,351,KNOT_32439173,25.73,4,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1.16E4,1.89E4,3.8E4,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,39689,Alanine--anticapsin ligase
1063,2657,GROUPS_15232882,25.68,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,3.96E2,,,,,,,,,,,,,,5.87E4,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Oxidation (M),100727,Ribonucleoside-diphosphate reductase subunit alpha 2
1244,2019,GROUPS_15797342,25.68,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,7.88E4,,,,,,,,,,,,,,,,1.58E5,,,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,107652,hypothetical protein
1044,2514,KNOT_3159179,25.66,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,0E0,,,,,,,,,,,1.34E5,,,,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,118321,Auracyanin-A
780,4060,KNOT_282464,25.66,6,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,4,0,0,0,0,,,,,,,,,,,,0E0,,,,1.65E2,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,,31883,hypothetical protein
750,1984,GROUPS_10193762,25.64,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,4.12E5,1.21E5,,,,6.89E5,,,,,,,,,,,2,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),81653,Lon protease 1
1142,1608,KNOT_32962571,25.63,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,4.09E4,,,,,,,,,0E0,,,,,,,,,,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Oxidation (M),59516,hypothetical protein
1811,2560,KNOT_2419964,25.63,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,,,,,,,,,,,,,,,,1.32E5,2.68E5,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,47506,hypothetical protein
52,375,KNOT_10716620,25.61,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6.43E5,4.28E5,8.39E5,8.29E5,4.02E6,7.06E5,9.48E5,2.78E6,7.19E5,4.36E5,5.35E5,,,,,,,,,,1,1,2,2,1,1,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,,55086,hypothetical protein
1229,3435,GROUPS_10962840,25.58,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,4.8E4,,,0E0,,,,,,,,,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,75253,hypothetical protein
1516,2967,KNOT_13498018,25.57,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,6.72E5,,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,33216,hypothetical protein
1846,1631,GROUPS_12683716,25.57,5,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,1.21E5,,,,,,,,,,,,,,,,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,29662,DNA recombination protein RmuC
1420,2863,KNOT_23020508,25.56,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,,,,,,,,,,,1.49E4,,,,,,,,1.37E5,,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Carbamidomethylation,76097,hypothetical protein
1273,2250,KNOT_918356,25.55,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,1.62E5,,,,,,,,,1.16E5,,,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,34742,Metallo-beta-lactamase L1
1093,2118,KNOT_32137339,25.55,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,3.59E4,,,,,,,,,,1.67E6,,,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Oxidation (M),113459,hypothetical protein
